"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"23:43:40,6503020","parent.exe","20288","Process Start","","SUCCESS","Parent PID: 18420, Command line: ""C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe"", Current directory: C:\Users\kseni\lab3OSWaL\lab3OS\build\, Environment: 
;	ALLUSERSPROFILE=C:\ProgramData
;	APPDATA=C:\Users\kseni\AppData\Roaming
;	CC=C:/Users/kseni/gcc/bin/gcc.exe
;	CHROME_CRASHPAD_PIPE_NAME=\\.\pipe\crashpad_8816_YEISNMMSRDSWYGZY
;	CommonProgramFiles=C:\Program Files\Common Files
;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files
;	CommonProgramW6432=C:\Program Files\Common Files
;	COMPUTERNAME=LAPTOP-ECH40E5U
;	ComSpec=C:\Windows\system32\cmd.exe
;	CXX=C:/Users/kseni/gcc/bin/g++.exe
;	DriverData=C:\Windows\System32\Drivers\DriverData
;	EFC_4556=1
;	HOMEDRIVE=C:
;	HOMEPATH=\Users\kseni
;	JAVA_HOME=C:\Program Files\Zulu\zulu-17\
;	LOCALAPPDATA=C:\Users\kseni\AppData\Local
;	LOGONSERVER=\\LAPTOP-ECH40E5U
;	NUMBER_OF_PROCESSORS=8
;	OneDrive=C:\Users\kseni\OneDrive
;	OneDriveConsumer=C:\Users\kseni\OneDrive
;	ORIGINAL_XDG_CURRENT_DESKTOP=undefined
;	OS=Windows_NT
;	Path=D:\Program Files\VMware\VMware Workstation\bin\;%PATH%;C:/Users/kseni/gcc/bin;C:\Program Files\swipl\bin;C:\Program Files\Git\bin;D:\Program Files\VMware\VMware Workstation\bin\;%PATH%;C:/Users/kseni/gcc/bin;C:\Program Files\swipl\bin;C:/Users/kseni/gcc/bin;;C:\Users\kseni\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\CMake\bin
;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.CPL
;	PROCESSOR_ARCHITECTURE=AMD64
;	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 140 Stepping 2, GenuineIntel
;	PROCESSOR_LEVEL=6
;	PROCESSOR_REVISION=8c02
;	ProgramData=C:\ProgramData
;	ProgramFiles=C:\Program Files
;	ProgramFiles(x86)=C:\Program Files (x86)
;	ProgramW6432=C:\Program Files
;	PSModulePath=C:\Users\kseni\OneDrive\Документы\WindowsPowerShell\Modules;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
;	PUBLIC=C:\Users\Public
;	PyCharm Community Edition=C:\Program Files\JetBrains\PyCharm Community Edition 2023.3.3\bin;
;	SESSIONNAME=Console
;	SystemDrive=C:
;	SystemRoot=C:\Windows
;	TEMP=C:\Users\kseni\AppData\Local\Temp
;	TMP=C:\Users\kseni\AppData\Local\Temp
;	USERDOMAIN=LAPTOP-ECH40E5U
;	USERDOMAIN_ROAMINGPROFILE=LAPTOP-ECH40E5U
;	USERNAME=kseni
;	USERPROFILE=C:\Users\kseni
;	windir=C:\Windows
;	ZES_ENABLE_SYSMAN=1
;	TERM_PROGRAM=vscode
;	TERM_PROGRAM_VERSION=1.106.2
;	LANG=en_US.UTF-8
;	COLORTERM=truecolor
;	GIT_ASKPASS=c:\Users\kseni\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\git\dist\askpass.sh
;	VSCODE_GIT_ASKPASS_NODE=C:\Users\kseni\AppData\Local\Programs\Microsoft VS Code\Code.exe
;	VSCODE_GIT_ASKPASS_EXTRA_ARGS=
;	VSCODE_GIT_ASKPASS_MAIN=c:\Users\kseni\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\git\dist\askpass-main.js
;	VSCODE_GIT_IPC_HANDLE=\\.\pipe\vscode-git-c7bf6ff4a2-sock
;	VSCODE_INJECTION=1
;	VSCODE_NONCE=43b5c285-35e7-4e28-8228-2d43d27bea9e
;	VSCODE_A11Y_MODE=0
;	VSCODE_STABLE=1"
"23:43:40,6503115","parent.exe","20288","Thread Create","","SUCCESS","Thread ID: 20272"
"23:43:40,6563945","parent.exe","20288","Load Image","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS","Image Base: 0x7ff60a250000, Image Size: 0xd8f000"
"23:43:40,6564545","parent.exe","20288","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7ffbdceb0000, Image Size: 0x217000"
"23:43:40,6565665","parent.exe","20288","CreateFile","C:\Windows\Prefetch\PARENT.EXE-5C3EEECB.pf","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a"
"23:43:40,6567210","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","REPARSE","Desired Access: Read"
"23:43:40,6567405","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","SUCCESS","Desired Access: Read"
"23:43:40,6567567","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CodePage\ACP","SUCCESS","Type: REG_SZ, Length: 10, Data: 1251"
"23:43:40,6567757","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CodePage\OEMCP","SUCCESS","Type: REG_SZ, Length: 8, Data: 866"
"23:43:40,6567911","parent.exe","20288","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CodePage","SUCCESS",""
"23:43:40,6568722","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"23:43:40,6568835","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"23:43:40,6568951","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"23:43:40,6569050","parent.exe","20288","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"23:43:40,6569148","parent.exe","20288","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"23:43:40,6569240","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"23:43:40,6569589","parent.exe","20288","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"23:43:40,6569673","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"23:43:40,6569756","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"23:43:40,6569841","parent.exe","20288","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"23:43:40,6571155","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\57a6ed1a-79f7-5011-b242-4784e5620cf7","NAME NOT FOUND","Length: 528"
"23:43:40,6571579","parent.exe","20288","QueryNameInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","Name: \Windows\System32\ntdll.dll"
"23:43:40,6572063","parent.exe","20288","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"23:43:40,6572172","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"23:43:40,6572271","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"23:43:40,6572369","parent.exe","20288","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"23:43:40,6574310","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6575446","parent.exe","20288","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7ffbdbaf0000, Image Size: 0xc4000"
"23:43:40,6578340","parent.exe","20288","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ffbda680000, Image Size: 0x3b7000"
"23:43:40,6589143","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3c74afb9-8d82-44e3-b52c-365dbf48382a","NAME NOT FOUND","Length: 528"
"23:43:40,6589725","parent.exe","20288","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll"
"23:43:40,6591715","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b749553b-d950-5e03-6282-3145a61b1002","NAME NOT FOUND","Length: 528"
"23:43:40,6592307","parent.exe","20288","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll"
"23:43:40,6594010","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","REPARSE","Desired Access: Read"
"23:43:40,6594226","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys","NAME NOT FOUND","Desired Access: Read"
"23:43:40,6594899","parent.exe","20288","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll"
"23:43:40,6595215","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\05f95efe-7f75-49c7-a994-60a55cc09571","NAME NOT FOUND","Length: 528"
"23:43:40,6595566","parent.exe","20288","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll"
"23:43:40,6596031","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","REPARSE","Desired Access: Read"
"23:43:40,6596186","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","Desired Access: Read"
"23:43:40,6596357","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSAppCompat","NAME NOT FOUND","Length: 548"
"23:43:40,6596482","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSUserEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"23:43:40,6596648","parent.exe","20288","RegCloseKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS",""
"23:43:40,6598585","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"23:43:40,6598731","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"23:43:40,6598892","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read"
"23:43:40,6599017","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","SUCCESS","Desired Access: Read"
"23:43:40,6599192","parent.exe","20288","RegQueryKey","HKLM\System\CurrentControlSet\Control\Srp\Gp\DLL","SUCCESS","Query: Full, SubKeys: 1, Values: 0"
"23:43:40,6599347","parent.exe","20288","RegCloseKey","HKLM\System\CurrentControlSet\Control\Srp\Gp\DLL","SUCCESS",""
"23:43:40,6599471","parent.exe","20288","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"23:43:40,6599673","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"23:43:40,6599816","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"23:43:40,6599972","parent.exe","20288","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"23:43:40,6600249","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"23:43:40,6600378","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"23:43:40,6600512","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"23:43:40,6600677","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LPGO","NAME NOT FOUND","Length: 20"
"23:43:40,6600806","parent.exe","20288","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"23:43:40,6602750","parent.exe","20288","CreateFile","C:\Windows\System32\apphelp.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6603168","parent.exe","20288","QueryBasicInformationFile","C:\Windows\System32\apphelp.dll","SUCCESS","CreationTime: 15.07.2024 15:21:56, LastAccessTime: 20.11.2025 23:43:26, LastWriteTime: 15.07.2024 15:21:56, ChangeTime: 16.10.2024 21:20:32, FileAttributes: A"
"23:43:40,6603321","parent.exe","20288","CloseFile","C:\Windows\System32\apphelp.dll","SUCCESS",""
"23:43:40,6604226","parent.exe","20288","CreateFile","C:\Windows\System32\apphelp.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6604739","parent.exe","20288","CreateFileMapping","C:\Windows\System32\apphelp.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ|PAGE_NOCACHE"
"23:43:40,6605048","parent.exe","20288","CreateFileMapping","C:\Windows\System32\apphelp.dll","SUCCESS","SyncType: SyncTypeOther"
"23:43:40,6605307","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\","REPARSE","Desired Access: Read"
"23:43:40,6605465","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP","SUCCESS","Desired Access: Read"
"23:43:40,6605633","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Srp\Gp\RuleCount","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"23:43:40,6605777","parent.exe","20288","RegCloseKey","HKLM\System\CurrentControlSet\Control\Srp\Gp","SUCCESS",""
"23:43:40,6608448","parent.exe","20288","Load Image","C:\Windows\System32\apphelp.dll","SUCCESS","Image Base: 0x7ffbd54f0000, Image Size: 0x97000"
"23:43:40,6610167","parent.exe","20288","CloseFile","C:\Windows\System32\apphelp.dll","SUCCESS",""
"23:43:40,6611137","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\8ccca27d-f1d8-4dda-b5dd-339aee937731","NAME NOT FOUND","Length: 528"
"23:43:40,6611662","parent.exe","20288","QueryNameInformationFile","C:\Windows\System32\apphelp.dll","SUCCESS","Name: \Windows\System32\apphelp.dll"
"23:43:40,6612371","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","Desired Access: Query Value"
"23:43:40,6612636","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\LogFlags","NAME NOT FOUND","Length: 20"
"23:43:40,6612806","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS",""
"23:43:40,6613002","parent.exe","20288","RegOpenKey","HKLM\OSDATA\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","NAME NOT FOUND","Desired Access: Query Value"
"23:43:40,6613586","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\18608e62-a628-49d9-8c02-55972e097d24","NAME NOT FOUND","Length: 528"
"23:43:40,6614027","parent.exe","20288","QueryNameInformationFile","C:\Windows\System32\apphelp.dll","SUCCESS","Name: \Windows\System32\apphelp.dll"
"23:43:40,6614958","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS","Desired Access: Query Value"
"23:43:40,6615149","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\ShowDebugInfo","NAME NOT FOUND","Length: 20"
"23:43:40,6615306","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags","SUCCESS",""
"23:43:40,6616237","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6616520","parent.exe","20288","QuerySecurityFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","BUFFER OVERFLOW","Information: Owner"
"23:43:40,6616657","parent.exe","20288","QuerySecurityFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS","Information: Owner"
"23:43:40,6616800","parent.exe","20288","CloseFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS",""
"23:43:40,6618489","parent.exe","20288","CreateFile","C:\Windows\System32\ntdll.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6618950","parent.exe","20288","QuerySecurityFile","C:\Windows\System32\ntdll.dll","BUFFER OVERFLOW","Information: Owner"
"23:43:40,6619102","parent.exe","20288","QuerySecurityFile","C:\Windows\System32\ntdll.dll","SUCCESS","Information: Owner"
"23:43:40,6619287","parent.exe","20288","CloseFile","C:\Windows\System32\ntdll.dll","SUCCESS",""
"23:43:40,6620383","parent.exe","20288","CreateFile","C:\Windows\System32\kernel32.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6620679","parent.exe","20288","QuerySecurityFile","C:\Windows\System32\kernel32.dll","BUFFER OVERFLOW","Information: Owner"
"23:43:40,6620764","parent.exe","20288","QuerySecurityFile","C:\Windows\System32\kernel32.dll","SUCCESS","Information: Owner"
"23:43:40,6620851","parent.exe","20288","CloseFile","C:\Windows\System32\kernel32.dll","SUCCESS",""
"23:43:40,6621536","parent.exe","20288","CreateFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6621700","parent.exe","20288","QuerySecurityFile","C:\Windows\System32\KernelBase.dll","BUFFER OVERFLOW","Information: Owner"
"23:43:40,6621776","parent.exe","20288","QuerySecurityFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Information: Owner"
"23:43:40,6621858","parent.exe","20288","CloseFile","C:\Windows\System32\KernelBase.dll","SUCCESS",""
"23:43:40,6622249","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6622437","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysmain.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6622547","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6623242","parent.exe","20288","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6623735","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4 128 768, EndOfFile: 4 127 356, NumberOfLinks: 3, DeletePending: False, Directory: False"
"23:43:40,6623875","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4 128 768, EndOfFile: 4 127 356, NumberOfLinks: 3, DeletePending: False, Directory: False"
"23:43:40,6624061","parent.exe","20288","CreateFileMapping","C:\Windows\apppatch\sysmain.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ|PAGE_NOCACHE"
"23:43:40,6624218","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4 128 768, EndOfFile: 4 127 356, NumberOfLinks: 3, DeletePending: False, Directory: False"
"23:43:40,6624485","parent.exe","20288","CreateFileMapping","C:\Windows\apppatch\sysmain.sdb","SUCCESS","SyncType: SyncTypeOther"
"23:43:40,6625021","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6625234","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"23:43:40,6625384","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6625542","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"23:43:40,6625732","parent.exe","20288","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ, Length: 24, Data: sysmain.sdb"
"23:43:40,6625883","parent.exe","20288","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ"
"23:43:40,6626035","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"23:43:40,6626202","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6626359","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6626487","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6626685","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6626826","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6626940","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6627663","parent.exe","20288","CreateFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6628151","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","AllocationSize: 32 768, EndOfFile: 31 900, NumberOfLinks: 2, DeletePending: False, Directory: False"
"23:43:40,6628275","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","AllocationSize: 32 768, EndOfFile: 31 900, NumberOfLinks: 2, DeletePending: False, Directory: False"
"23:43:40,6628421","parent.exe","20288","CreateFileMapping","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ|PAGE_NOCACHE"
"23:43:40,6628568","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","AllocationSize: 32 768, EndOfFile: 31 900, NumberOfLinks: 2, DeletePending: False, Directory: False"
"23:43:40,6628833","parent.exe","20288","CreateFileMapping","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","SyncType: SyncTypeOther"
"23:43:40,6630771","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6631270","parent.exe","20288","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"23:43:40,6631518","parent.exe","20288","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 114, Data: C:\Users\kseni\AppData\Local\Microsoft\Windows\INetCache"
"23:43:40,6631756","parent.exe","20288","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"23:43:40,6631997","parent.exe","20288","QuerySecurityFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"23:43:40,6632430","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6632661","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"23:43:40,6632841","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
