"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"23:43:40,6633016","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"23:43:40,6633221","parent.exe","20288","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ, Length: 24, Data: sysmain.sdb"
"23:43:40,6633399","parent.exe","20288","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ"
"23:43:40,6633592","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"23:43:40,6633775","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6633965","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6634133","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6634493","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6634684","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysmain.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6634873","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6635002","parent.exe","20288","QueryBasicInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS","CreationTime: 20.11.2025 23:18:09, LastAccessTime: 20.11.2025 23:43:40, LastWriteTime: 20.11.2025 23:32:24, ChangeTime: 20.11.2025 23:32:24, FileAttributes: A"
"23:43:40,6635293","parent.exe","20288","CloseFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS",""
"23:43:40,6636402","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6636876","parent.exe","20288","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"23:43:40,6637085","parent.exe","20288","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 114, Data: C:\Users\kseni\AppData\Local\Microsoft\Windows\INetCache"
"23:43:40,6637237","parent.exe","20288","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"23:43:40,6637434","parent.exe","20288","QuerySecurityFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"23:43:40,6637584","parent.exe","20288","QueryBasicInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS","CreationTime: 20.11.2025 23:18:09, LastAccessTime: 20.11.2025 23:43:40, LastWriteTime: 20.11.2025 23:32:24, ChangeTime: 20.11.2025 23:32:24, FileAttributes: A"
"23:43:40,6637771","parent.exe","20288","CloseFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS",""
"23:43:40,6640215","parent.exe","20288","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"23:43:40,6641021","parent.exe","20288","CloseFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS",""
"23:43:40,6643651","parent.exe","20288","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ffbdbc20000, Image Size: 0xa7000"
"23:43:40,6644809","parent.exe","20288","Thread Create","","SUCCESS","Thread ID: 19752"
"23:43:40,6648342","parent.exe","20288","CreateFile","C:\Windows\System32\msvcrt.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6648737","parent.exe","20288","QuerySecurityFile","C:\Windows\System32\msvcrt.dll","BUFFER OVERFLOW","Information: Owner"
"23:43:40,6648884","parent.exe","20288","QuerySecurityFile","C:\Windows\System32\msvcrt.dll","SUCCESS","Information: Owner"
"23:43:40,6649038","parent.exe","20288","CloseFile","C:\Windows\System32\msvcrt.dll","SUCCESS",""
"23:43:40,6651377","parent.exe","20288","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"23:43:40,6651706","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"23:43:40,6651947","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"23:43:40,6652133","parent.exe","20288","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"23:43:40,6652771","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read"
"23:43:40,6652936","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read"
"23:43:40,6653135","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060403"
"23:43:40,6653305","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000604xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"23:43:40,6653950","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"23:43:40,6654043","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"23:43:40,6654151","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelaySleepLoopWindowSize","NAME NOT FOUND","Length: 80"
"23:43:40,6654227","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelaySpinCountThreshold","NAME NOT FOUND","Length: 80"
"23:43:40,6654298","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelayBaseYield","NAME NOT FOUND","Length: 80"
"23:43:40,6654369","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtFactorYield","NAME NOT FOUND","Length: 80"
"23:43:40,6654435","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SmtDelayMaxYield","NAME NOT FOUND","Length: 80"
"23:43:40,6654552","parent.exe","20288","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"23:43:40,6655241","parent.exe","20288","QueryNameInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\parent.exe","SUCCESS","Name: \Users\kseni\lab1OSLinuxToWind\lab3OS\build\bin\parent.exe"
"23:43:40,6696331","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6696676","parent.exe","20288","QueryBasicInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","CreationTime: 20.11.2025 23:18:15, LastAccessTime: 20.11.2025 23:39:09, LastWriteTime: 20.11.2025 23:23:34, ChangeTime: 20.11.2025 23:23:34, FileAttributes: A"
"23:43:40,6696800","parent.exe","20288","CloseFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS",""
"23:43:40,6697922","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6698065","parent.exe","20288","QueryBasicInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","CreationTime: 20.11.2025 23:18:15, LastAccessTime: 20.11.2025 23:39:09, LastWriteTime: 20.11.2025 23:23:34, ChangeTime: 20.11.2025 23:23:34, FileAttributes: A"
"23:43:40,6698150","parent.exe","20288","CloseFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS",""
"23:43:40,6699217","parent.exe","20288","Load Image","C:\Windows\System32\sechost.dll","SUCCESS","Image Base: 0x7ffbdba40000, Image Size: 0xa8000"
"23:43:40,6700569","parent.exe","20288","Load Image","C:\Windows\System32\bcrypt.dll","SUCCESS","Image Base: 0x7ffbdabb0000, Image Size: 0x28000"
"23:43:40,6701619","parent.exe","20288","Thread Create","","SUCCESS","Thread ID: 20352"
"23:43:40,6703052","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f3a71a4b-6118-4257-8ccb-39a33ba059d4","NAME NOT FOUND","Length: 528"
"23:43:40,6703661","parent.exe","20288","QueryNameInformationFile","C:\Windows\System32\bcrypt.dll","SUCCESS","Name: \Windows\System32\bcrypt.dll"
"23:43:40,6705135","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\ca967c75-04bf-40b5-9a16-98b5f9332a92","NAME NOT FOUND","Length: 528"
"23:43:40,6705518","parent.exe","20288","QueryNameInformationFile","C:\Windows\System32\sechost.dll","SUCCESS","Name: \Windows\System32\sechost.dll"
"23:43:40,6705854","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b6fd710b-f783-4b1c-ab9c-c68099dcc0c7","NAME NOT FOUND","Length: 528"
"23:43:40,6706135","parent.exe","20288","QueryNameInformationFile","C:\Windows\System32\sechost.dll","SUCCESS","Name: \Windows\System32\sechost.dll"
"23:43:40,6706723","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"23:43:40,6706935","parent.exe","20288","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\child1.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"23:43:40,6707088","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Wow64\x86\xtajit","NAME NOT FOUND","Desired Access: Query Value"
"23:43:40,6707927","parent.exe","20288","CreateFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6708275","parent.exe","20288","CreateFileMapping","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"23:43:40,6708468","parent.exe","20288","CreateFileMapping","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","SyncType: SyncTypeOther"
"23:43:40,6708787","parent.exe","20288","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\child1.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"23:43:40,6709014","parent.exe","20288","QuerySecurityFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Information: Label"
"23:43:40,6709561","parent.exe","20288","QueryNameInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Name: \Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe"
"23:43:40,6732732","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-956525231-4267278670-869784965-1001","SUCCESS","Desired Access: All Access"
"23:43:40,6733574","parent.exe","20288","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-956525231-4267278670-869784965-1001\\Device\HarddiskVolume3\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","NAME NOT FOUND","Length: 40"
"23:43:40,6733801","parent.exe","20288","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-956525231-4267278670-869784965-1001","SUCCESS",""
"23:43:40,6734002","parent.exe","20288","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM","REPARSE","Desired Access: Query Value"
"23:43:40,6734175","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\BAM","NAME NOT FOUND","Desired Access: Query Value"
"23:43:40,6734533","parent.exe","20288","Process Create","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","PID: 20304, Command line: child1.exe parent_to_child1 child1_to_child2"
"23:43:40,6735017","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\AppCertDlls","REPARSE","Desired Access: Query Value"
"23:43:40,6735140","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\AppCertDlls","NAME NOT FOUND","Desired Access: Query Value"
"23:43:40,6735329","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"23:43:40,6735435","parent.exe","20288","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"23:43:40,6735556","parent.exe","20288","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"23:43:40,6735751","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"23:43:40,6735832","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\AuthenticodeEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"23:43:40,6735917","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"23:43:40,6736021","parent.exe","20288","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"23:43:40,6736543","parent.exe","20288","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"23:43:40,6736664","parent.exe","20288","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 114, Data: C:\Users\kseni\AppData\Local\Microsoft\Windows\INetCache"
"23:43:40,6736784","parent.exe","20288","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"23:43:40,6736874","parent.exe","20288","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion","SUCCESS","Desired Access: Enumerate Sub Keys"
"23:43:40,6736967","parent.exe","20288","RegOpenKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Query Value"
"23:43:40,6737056","parent.exe","20288","RegQueryValue","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","NAME NOT FOUND","Length: 16"
"23:43:40,6737130","parent.exe","20288","RegCloseKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"23:43:40,6737325","parent.exe","20288","QuerySecurityFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"23:43:40,6737666","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6737824","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"23:43:40,6737918","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6738004","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"23:43:40,6738120","parent.exe","20288","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ, Length: 24, Data: sysmain.sdb"
"23:43:40,6738211","parent.exe","20288","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ"
"23:43:40,6738306","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"23:43:40,6738389","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6738482","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6738559","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6738713","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6738796","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysmain.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6738871","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6738967","parent.exe","20288","QueryBasicInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","CreationTime: 20.11.2025 23:18:15, LastAccessTime: 20.11.2025 23:39:09, LastWriteTime: 20.11.2025 23:23:34, ChangeTime: 20.11.2025 23:23:34, FileAttributes: A"
"23:43:40,6739772","parent.exe","20288","QueryBasicInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","CreationTime: 20.11.2025 23:18:15, LastAccessTime: 20.11.2025 23:39:09, LastWriteTime: 20.11.2025 23:23:34, ChangeTime: 20.11.2025 23:23:34, FileAttributes: A"
"23:43:40,6739868","parent.exe","20288","QuerySecurityFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Information: Owner"
"23:43:40,6740012","parent.exe","20288","QueryNameInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","Name: \Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe"
"23:43:40,6740505","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6740599","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysmain.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6740684","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6741298","parent.exe","20288","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6741650","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4 128 768, EndOfFile: 4 127 356, NumberOfLinks: 3, DeletePending: False, Directory: False"
"23:43:40,6741733","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4 128 768, EndOfFile: 4 127 356, NumberOfLinks: 3, DeletePending: False, Directory: False"
"23:43:40,6741845","parent.exe","20288","CreateFileMapping","C:\Windows\apppatch\sysmain.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE"
"23:43:40,6741951","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","AllocationSize: 4 128 768, EndOfFile: 4 127 356, NumberOfLinks: 3, DeletePending: False, Directory: False"
"23:43:40,6742143","parent.exe","20288","CreateFileMapping","C:\Windows\apppatch\sysmain.sdb","SUCCESS","SyncType: SyncTypeOther"
"23:43:40,6742504","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6742614","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\DisableDoubleQuerySdbs","NAME NOT FOUND","Length: 20"
"23:43:40,6742705","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6742792","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Desired Access: Read"
"23:43:40,6742897","parent.exe","20288","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ, Length: 24, Data: sysmain.sdb"
"23:43:40,6742978","parent.exe","20288","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS","Index: 0, Type: REG_SZ"
"23:43:40,6743067","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\ManifestedMergeStubSdbs","SUCCESS",""
"23:43:40,6743170","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6743256","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6743335","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6743446","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS","Desired Access: Read"
"23:43:40,6743526","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates\sysMerge.sdb","NAME NOT FOUND","Length: 0"
"23:43:40,6743601","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\SdbUpdates","SUCCESS",""
"23:43:40,6744072","parent.exe","20288","CreateFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"23:43:40,6744353","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","AllocationSize: 32 768, EndOfFile: 31 900, NumberOfLinks: 2, DeletePending: False, Directory: False"
"23:43:40,6744427","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","AllocationSize: 32 768, EndOfFile: 31 900, NumberOfLinks: 2, DeletePending: False, Directory: False"
"23:43:40,6744527","parent.exe","20288","CreateFileMapping","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE"
"23:43:40,6744629","parent.exe","20288","QueryStandardInformationFile","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","AllocationSize: 32 768, EndOfFile: 31 900, NumberOfLinks: 2, DeletePending: False, Directory: False"
"23:43:40,6744809","parent.exe","20288","CreateFileMapping","C:\Windows\apppatch\MergeSdbFilesSource\sysMerge.sdb","SUCCESS","SyncType: SyncTypeOther"
"23:43:40,6745049","parent.exe","20288","QueryStandardInformationFile","C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","SUCCESS","AllocationSize: 15 917 056, EndOfFile: 15 913 317, NumberOfLinks: 1, DeletePending: False, Directory: False"
"23:43:40,6745195","parent.exe","20288","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Read"
"23:43:40,6745312","parent.exe","20288","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\C:\Users\kseni\lab3OSWaL\lab3OS\build\bin\child1.exe","NAME NOT FOUND","Length: 1 024"
"23:43:40,6745408","parent.exe","20288","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
